,id,host_since,host_neighbourhood,host_total_listings_count,neighbourhood_cleansed,neighbourhood_group_cleansed,zipcode,latitude,longitude,property_type,room_type,bed_type,square_feet,price,security_deposit,cleaning_fee,availability_365,number_of_reviews,review_scores_value,cancellation_policy,calculated_host_listings_count,geolocation,profile_pic,identity_verified,location_exact,instant_bookable,license_required,guest_pic_required,superhost,guest_phone_verification
14319,6597408,2012-09-14,La Latina,142.0,Argüelles,Moncloa - Aravaca,28013,40.424984369198526,-3.712715027507305,Apartment,Entire home/apt,Real Bed,,180.0,,77.0,194,1,10.0,strict,77.0,"40.424984369198526, -3.712715027507305",True,True,True,True,True,False,False,False
14320,17509902,2014-04-19,Embajadores,12.0,Argüelles,Moncloa - Aravaca,28008,40.42476211031565,-3.713227199805052,Apartment,Entire home/apt,Real Bed,,120.0,,35.0,6,0,,flexible,9.0,"40.42476211031565, -3.713227199805052",True,True,True,True,True,False,False,False
14321,18028871,2016-08-01,,1.0,Argüelles,Moncloa - Aravaca,28008,40.42468618381567,-3.713058557219736,Apartment,Entire home/apt,Real Bed,,80.0,,15.0,82,0,,flexible,1.0,"40.42468618381567, -3.7130585572197363",True,False,False,False,True,False,False,False
14322,15197323,2016-09-21,Argüelles,30.0,Argüelles,Moncloa - Aravaca,28008,40.42397506318068,-3.7127752687976714,Apartment,Shared room,Real Bed,,11.0,,,365,1,6.0,strict,29.0,"40.42397506318068, -3.7127752687976705",True,True,False,False,True,False,False,False
14323,5618292,2014-11-23,Argüelles,11.0,Argüelles,Moncloa - Aravaca,28008,40.42732163157336,-3.7140720169653862,Loft,Entire home/apt,Real Bed,,69.0,,15.0,351,12,8.0,strict,10.0,"40.427321631573356, -3.7140720169653867",True,True,False,False,True,False,False,False
14324,15505057,2015-09-07,,2.0,Argüelles,Moncloa - Aravaca,28008,40.434674860523145,-3.718903370120771,House,Private room,Real Bed,,49.0,100.0,5.0,179,0,,strict,2.0,"40.434674860523145, -3.7189033701207714",True,True,False,False,True,False,False,False
14325,13692263,2014-01-24,Argüelles,1.0,Argüelles,Moncloa - Aravaca,28008,40.42547294930504,-3.713510511996743,Apartment,Private room,Real Bed,,95.0,120.0,10.0,0,0,,flexible,1.0,"40.42547294930504, -3.713510511996743",True,True,True,True,True,False,False,False
14326,4263173,2014-08-20,Argüelles,1.0,Argüelles,Moncloa - Aravaca,28008,40.4299376042484,-3.718824904478355,House,Private room,Real Bed,,24.0,100.0,45.0,233,15,10.0,moderate,1.0,"40.429937604248394, -3.718824904478355",True,False,True,False,True,False,False,False
14327,3443829,2013-01-28,Argüelles,2.0,Argüelles,Moncloa - Aravaca,28008,40.430927890906425,-3.717803106778778,Apartment,Entire home/apt,Real Bed,,70.0,,15.0,249,140,10.0,strict,2.0,"40.430927890906425, -3.717803106778778",True,True,True,False,True,False,True,False
14331,12399919,2016-01-12,L'Antiga Esquerra de l'Eixample,207.0,Palacio,Centro,28013,40.41638642286968,-3.7103092790055,Apartment,Entire home/apt,Real Bed,,77.0,,,0,1,8.0,strict,67.0,"40.41638642286968, -3.7103092790054997",True,True,True,False,True,False,False,False
14332,6715953,2013-08-18,Palacio,17.0,Palacio,Centro,28013,40.41652150358205,-3.712796857521325,Apartment,Entire home/apt,Real Bed,,130.0,150.0,35.0,245,35,10.0,strict,10.0,"40.416521503582054, -3.712796857521325",True,True,True,False,True,False,False,False
14333,7845373,2015-01-16,Palacio,1.0,Palacio,Centro,28013,40.41589321935641,-3.711204796875481,House,Entire home/apt,Real Bed,,190.0,300.0,40.0,309,25,10.0,strict,1.0,"40.41589321935641, -3.711204796875481",True,False,True,False,True,False,True,False
14335,9500386,2014-06-29,La Latina,2.0,Palacio,Centro,28005,40.412422082679896,-3.710973480425269,Apartment,Private room,Real Bed,,29.0,,,0,2,10.0,flexible,2.0,"40.412422082679896, -3.7109734804252694",True,True,True,False,True,False,False,False
14336,3778195,2014-01-01,Sol,12.0,Palacio,Centro,28012,40.41497616309982,-3.708322098225905,Dorm,Shared room,Real Bed,,22.0,,,275,15,10.0,flexible,12.0,"40.41497616309982, -3.708322098225905",True,True,True,False,True,False,False,False
14338,6549290,2015-05-26,Palacio,3.0,Palacio,Centro,28013,40.41798441144289,-3.711027068804728,Apartment,Entire home/apt,Real Bed,,120.0,200.0,15.0,96,9,10.0,strict,2.0,"40.41798441144289, -3.711027068804728",True,True,True,True,True,False,False,False
14339,793618,2012-11-18,La Latina,5.0,Palacio,Centro,28005,40.41103423060262,-3.7120145701330394,Apartment,Entire home/apt,Real Bed,,240.0,200.0,,268,216,10.0,strict,4.0,"40.41103423060262, -3.7120145701330385",True,True,True,False,True,False,True,False
14340,6478676,2015-02-20,Sol,40.0,Palacio,Centro,28005,40.411483355776745,-3.709497327484221,Apartment,Entire home/apt,Real Bed,,170.0,500.0,140.0,337,2,9.0,strict,37.0,"40.411483355776745, -3.7094973274842213",True,True,True,False,True,False,False,False
14341,14862987,2016-09-02,Palacio,1.0,Palacio,Centro,28013,40.42192254212152,-3.7102240923764738,Other,Private room,Real Bed,,110.0,,,176,0,,strict,1.0,"40.421922542121514, -3.7102240923764738",True,False,True,False,True,False,False,False
14342,6711954,2015-06-05,Palacio,2.0,Palacio,Centro,28013,40.42106645190337,-3.712618406445439,Apartment,Entire home/apt,Real Bed,,62.0,350.0,25.0,188,6,9.0,moderate,1.0,"40.42106645190337, -3.712618406445439",True,True,True,False,True,False,False,False
14343,12219745,2016-01-12,L'Antiga Esquerra de l'Eixample,207.0,Palacio,Centro,28013,40.419683185445855,-3.708030901290824,Apartment,Entire home/apt,Real Bed,,80.0,,35.0,110,0,,strict,67.0,"40.419683185445855, -3.708030901290824",True,True,True,True,True,False,False,False
14344,17758332,2016-01-12,L'Antiga Esquerra de l'Eixample,207.0,Palacio,Centro,28013,40.41814196531167,-3.710436019370848,Apartment,Entire home/apt,Real Bed,,99.0,,,68,0,,flexible,67.0,"40.41814196531167, -3.7104360193708477",True,True,True,True,True,False,False,False
14345,522563,2012-01-25,La Latina,2.0,Palacio,Centro,28005,40.410405792536686,-3.710922027624864,Apartment,Entire home/apt,Real Bed,,59.0,100.0,19.0,119,39,9.0,strict,2.0,"40.410405792536686, -3.7109220276248642",True,True,True,False,True,False,False,False
14346,7994589,2015-08-22,La Latina,1.0,Palacio,Centro,28005,40.41137118393614,-3.710579665386738,Apartment,Entire home/apt,Real Bed,,70.0,100.0,30.0,278,20,9.0,moderate,1.0,"40.41137118393614, -3.710579665386738",True,False,True,False,True,False,False,False
14347,89954,2011-04-05,La Latina,4.0,Palacio,Centro,28005,40.4121762504786,-3.713690909210436,Apartment,Entire home/apt,Real Bed,646.0,116.0,300.0,60.0,319,136,10.0,strict,4.0,"40.412176250478595, -3.7136909092104355",True,True,True,False,True,False,True,False
14348,17549836,2017-03-04,Palacio,1.0,Palacio,Centro,28013,40.41620508550261,-3.710976115171371,Apartment,Entire home/apt,Real Bed,,160.0,300.0,90.0,328,0,,strict,1.0,"40.416205085502604, -3.710976115171371",True,False,True,True,True,False,False,False
14349,12436556,2015-12-18,,12.0,Palacio,Centro,28013,40.42023470990952,-3.713068361679484,Apartment,Entire home/apt,Real Bed,,80.0,200.0,,169,7,10.0,strict,12.0,"40.42023470990952, -3.7130683616794835",True,True,False,True,True,False,False,False
14350,5027269,2012-01-25,La Latina,40.0,Palacio,Centro,28013,40.41669634299019,-3.709897872297527,Apartment,Entire home/apt,Real Bed,,90.0,200.0,40.0,290,10,8.0,strict,40.0,"40.41669634299019, -3.709897872297527",True,True,True,True,True,False,False,False
14351,7254901,2015-06-28,La Latina,20.0,Palacio,Centro,28005,40.409772879140974,-3.7108883001968382,Apartment,Entire home/apt,Real Bed,,50.0,100.0,45.0,304,6,9.0,strict,9.0,"40.409772879140974, -3.7108883001968382",True,True,True,True,True,False,False,False
14353,13018893,2015-06-08,,2.0,Palacio,Centro,28008,40.421107330023176,-3.712809136892994,Apartment,Entire home/apt,Real Bed,,27.0,,8.0,41,69,8.0,strict,2.0,"40.421107330023176, -3.712809136892994",True,True,False,True,True,False,False,False
14354,8529001,2014-05-08,Justicia,114.0,Palacio,Centro,28013,40.418258554382064,-3.708577804229293,Apartment,Private room,Real Bed,,30.0,,15.0,311,1,2.0,strict,97.0,"40.418258554382064, -3.7085778042292934",True,False,True,False,True,False,False,False
14355,3973113,2014-08-18,Palacio,2.0,Palacio,Centro,28005,40.41257591470895,-3.715718332410035,Apartment,Entire home/apt,Real Bed,,62.0,100.0,50.0,214,22,10.0,strict,1.0,"40.412575914708945, -3.715718332410035",True,True,True,False,True,False,False,False
14356,17634225,2017-02-23,Malasaña,38.0,Cortes,Centro,28012,40.413881580263535,-3.701552212984762,Apartment,Private room,Real Bed,,33.0,200.0,30.0,324,0,,strict,38.0,"40.413881580263535, -3.7015522129847622",True,True,True,False,True,False,False,False
14357,576883,2012-06-20,Cortes,2.0,Cortes,Centro,28014,40.41463681090252,-3.6997945957399536,Apartment,Private room,Real Bed,0.0,35.0,,,107,12,8.0,strict,2.0,"40.414636810902515, -3.6997945957399536",True,False,True,False,True,False,True,False
14358,15617426,2016-10-21,,2.0,Cortes,Centro,28013,40.41888329197206,-3.698974910948892,Bed & Breakfast,Private room,Real Bed,,35.0,400.0,,290,6,9.0,moderate,2.0,"40.41888329197206, -3.698974910948892",True,False,False,False,True,False,False,False
14359,1565061,2013-08-22,Cortes,0.0,Cortes,Centro,28014,40.41527816237359,-3.698586781166541,Apartment,Entire home/apt,Real Bed,377.0,60.0,,,191,60,9.0,strict,1.0,"40.41527816237359, -3.6985867811665414",True,False,True,True,True,False,False,False
14360,14883434,2016-09-03,Cortes,2.0,Cortes,Centro,28014,40.4111873222034,-3.6946712126951886,Apartment,Entire home/apt,Real Bed,,66.0,,,125,31,10.0,moderate,2.0,"40.4111873222034, -3.6946712126951886",True,True,True,True,True,False,True,False
14361,14319951,2015-09-15,Palacio,7.0,Cortes,Centro,28012,40.41477605198554,-3.700215883428985,Apartment,Entire home/apt,Real Bed,,65.0,,,283,53,9.0,strict,7.0,"40.41477605198554, -3.700215883428985",True,True,True,True,True,False,False,False
14362,9440377,2012-10-03,Embajadores,12.0,Cortes,Centro,28012,40.41298311728541,-3.700165081183173,Apartment,Entire home/apt,Real Bed,,100.0,,,325,4,8.0,flexible,3.0,"40.412983117285414, -3.700165081183173",True,True,True,True,True,False,False,False
14363,9515897,2012-07-04,Palacio,7.0,Cortes,Centro,28014,40.41102975659936,-3.694407276355919,Apartment,Entire home/apt,Real Bed,,85.0,120.0,25.0,46,52,10.0,strict,7.0,"40.41102975659936, -3.694407276355919",True,True,False,True,True,False,False,False
14364,2684767,2014-03-31,Cortes,2.0,Cortes,Centro,28012,40.410811149872586,-3.6949982158497057,Apartment,Entire home/apt,Real Bed,,55.0,,15.0,291,122,9.0,moderate,2.0,"40.410811149872586, -3.6949982158497057",True,True,True,True,True,False,False,False
14365,17310871,2016-11-30,,32.0,Cortes,Centro,28014,40.41686590128376,-3.696810391832008,Apartment,Entire home/apt,Real Bed,,83.0,,,325,0,,super_strict_30,2.0,"40.416865901283764, -3.696810391832008",True,False,False,True,True,False,False,False
14366,6410365,2015-01-05,Cortes,1.0,Cortes,Centro,28012,40.41466716856863,-3.699360215419391,House,Entire home/apt,Real Bed,,120.0,,40.0,361,16,9.0,flexible,1.0,"40.41466716856863, -3.6993602154193908",True,False,True,False,True,False,False,False
14367,1626586,2013-09-05,Cortes,6.0,Cortes,Centro,28012,40.41495748769314,-3.699834340258337,Apartment,Entire home/apt,Real Bed,,79.0,,30.0,306,48,9.0,strict,5.0,"40.414957487693144, -3.699834340258337",True,False,True,False,True,False,False,False
14368,13120506,2015-12-06,Cortes,2.0,Cortes,Centro,28014,40.41559423132541,-3.700580381940477,Apartment,Entire home/apt,Real Bed,,150.0,,45.0,256,26,10.0,strict,2.0,"40.41559423132541, -3.7005803819404774",True,True,True,True,True,False,True,False
14369,14542768,2016-08-15,Cortes,1.0,Cortes,Centro,28014,40.41312948624194,-3.699003864846178,Apartment,Entire home/apt,Real Bed,,125.0,,,44,0,,moderate,1.0,"40.41312948624194, -3.699003864846178",True,False,True,False,True,False,False,False
14370,13303553,2016-05-30,Cortes,2.0,Cortes,Centro,28014,40.41803258628722,-3.696641767843548,Apartment,Entire home/apt,Real Bed,,105.0,200.0,30.0,297,30,9.0,flexible,2.0,"40.41803258628722, -3.696641767843548",True,False,True,True,True,False,True,False
14371,18084855,2017-02-13,Cortes,2.0,Cortes,Centro,28014,40.41223728739253,-3.6931861973033486,Apartment,Entire home/apt,Real Bed,,68.0,100.0,40.0,344,0,,moderate,2.0,"40.41223728739253, -3.6931861973033486",True,False,True,True,True,False,False,False
14372,998127,2013-03-06,Cortes,1.0,Cortes,Centro,28014,40.41134332849391,-3.6958082933407934,House,Private room,Real Bed,0.0,35.0,,,365,0,,strict,1.0,"40.411343328493906, -3.6958082933407934",True,False,True,False,True,False,False,False
14373,9163023,2015-06-06,,2.0,Cortes,Centro,28014,40.41562870772014,-3.6999554376964943,Apartment,Entire home/apt,Real Bed,,83.0,,20.0,354,9,9.0,flexible,2.0,"40.41562870772014, -3.6999554376964943",True,False,False,False,True,False,False,False
14374,15749848,2016-07-27,,13.0,Cortes,Centro,28012,40.415060070882944,-3.701493986038669,Apartment,Entire home/apt,Real Bed,,38.0,,15.0,301,0,,strict,4.0,"40.415060070882944, -3.701493986038669",True,False,False,True,True,False,False,False
14375,282196,2011-06-24,Cortes,10.0,Cortes,Centro,28012,40.41454070366958,-3.7012119216222072,Apartment,Entire home/apt,Real Bed,431.0,59.0,100.0,,272,14,10.0,moderate,8.0,"40.41454070366958, -3.7012119216222072",True,True,True,True,True,False,False,False
14376,8891959,2015-06-15,,1.0,Justicia,Centro,28004,40.42073950801913,-3.69738229536103,Apartment,Entire home/apt,Real Bed,,48.0,,20.0,247,4,10.0,moderate,1.0,"40.42073950801913, -3.69738229536103",True,True,False,False,True,False,False,False
14377,8283468,2014-10-14,Imperial,7.0,Justicia,Centro,28004,40.42061983045381,-3.699441351678797,Apartment,Entire home/apt,Real Bed,,70.0,100.0,25.0,331,10,8.0,moderate,7.0,"40.42061983045381, -3.6994413516787974",True,True,False,False,True,False,False,False
14378,12543681,2015-08-20,Justicia,1.0,Justicia,Centro,28004,40.41946728810963,-3.697857705184553,Condominium,Entire home/apt,Real Bed,,70.0,180.0,40.0,148,6,9.0,strict,1.0,"40.41946728810963, -3.6978577051845525",True,False,True,False,True,False,False,False
14379,424008,2012-04-10,Justicia,1.0,Justicia,Centro,28004,40.42146482113059,-3.699407837445162,Apartment,Private room,Real Bed,861.0,37.0,,,365,11,10.0,moderate,1.0,"40.42146482113059, -3.699407837445162",True,True,True,False,True,True,False,False
14380,15266819,2014-12-14,Justicia,1.0,Justicia,Centro,28004,40.42254274043926,-3.700527278425493,Apartment,Entire home/apt,Real Bed,,40.0,,20.0,11,4,9.0,strict,1.0,"40.42254274043926, -3.700527278425493",True,True,True,False,True,False,False,False
14381,11588503,2016-03-02,,1.0,Justicia,Centro,28004,40.42398300529417,-3.696954856581281,Apartment,Entire home/apt,Real Bed,,179.0,,30.0,149,3,10.0,flexible,1.0,"40.42398300529417, -3.696954856581281",True,False,False,False,True,False,False,False
14382,707929,2012-06-11,Malasaña,2.0,Justicia,Centro,28004,40.42774777761707,-3.701612823791661,Bed & Breakfast,Private room,Real Bed,969.0,35.0,150.0,,349,31,10.0,moderate,2.0,"40.42774777761707, -3.701612823791661",True,False,True,False,True,False,False,False
14383,309498,2012-01-10,Justicia,1.0,Justicia,Centro,28004,40.42833171197972,-3.700752495337996,Apartment,Private room,Real Bed,,45.0,,,0,137,10.0,moderate,1.0,"40.428331711979716, -3.700752495337996",True,True,True,False,True,True,True,True
14384,11056834,2016-02-03,Justicia,1.0,Justicia,Centro,28004,40.42481115670672,-3.69941105002991,Loft,Entire home/apt,Real Bed,,65.0,,25.0,349,44,9.0,moderate,1.0,"40.424811156706724, -3.69941105002991",True,False,True,True,True,False,False,False
14385,8500544,2013-04-29,Justicia,6.0,Justicia,Centro,28004,40.42670268510358,-3.69751098142029,Bed & Breakfast,Private room,Real Bed,,29.0,,,18,5,9.0,flexible,4.0,"40.42670268510358, -3.69751098142029",True,False,True,False,True,False,False,False
14386,11809814,2015-12-17,Justicia,13.0,Justicia,Centro,28004,40.42414812707563,-3.6953749162652265,Apartment,Entire home/apt,Real Bed,,140.0,150.0,49.0,260,3,7.0,moderate,12.0,"40.42414812707563, -3.6953749162652265",True,False,True,True,True,False,False,False
14387,8629197,2013-08-20,Sol,11.0,Justicia,Centro,28004,40.42185381208149,-3.697230725926656,Apartment,Entire home/apt,Real Bed,,50.0,100.0,20.0,260,85,9.0,moderate,7.0,"40.42185381208149, -3.6972307259266555",True,True,True,True,True,False,False,False
14388,661565,2012-05-22,Justicia,1.0,Justicia,Centro,28004,40.420865137338254,-3.699479645817112,Apartment,Entire home/apt,Real Bed,,55.0,100.0,,309,187,9.0,strict,1.0,"40.420865137338254, -3.6994796458171115",True,False,True,True,True,False,False,False
14389,9951469,2015-12-12,Justicia,4.0,Justicia,Centro,28004,40.422958646579,-3.698039231621944,Apartment,Entire home/apt,Real Bed,,61.0,100.0,30.0,333,50,10.0,strict,4.0,"40.422958646579, -3.6980392316219444",True,True,True,True,True,False,False,False
14390,14488220,2016-08-04,Justicia,4.0,Justicia,Centro,28004,40.42134044126435,-3.700182326275377,Apartment,Entire home/apt,Real Bed,,60.0,,30.0,276,47,9.0,strict,4.0,"40.42134044126435, -3.700182326275377",True,False,True,True,True,False,False,False
14391,13536899,2015-05-30,Justicia,9.0,Justicia,Centro,28013,40.420410892939856,-3.698273918615748,Apartment,Private room,Real Bed,,30.0,,10.0,43,25,10.0,strict,8.0,"40.420410892939856, -3.698273918615748",True,True,True,False,True,False,False,False
14392,9473403,2015-02-26,Justicia,2.0,Justicia,Centro,28004,40.42574815956329,-3.700864193352561,Loft,Entire home/apt,Real Bed,,65.0,150.0,30.0,296,54,10.0,moderate,2.0,"40.42574815956329, -3.700864193352561",True,False,False,True,True,False,True,False
14393,1883584,2012-06-19,Malasaña,1.0,Universidad,Centro,28015,40.42526387926426,-3.7090162895126415,Apartment,Entire home/apt,Real Bed,,115.0,150.0,15.0,306,49,9.0,strict,1.0,"40.425263879264264, -3.7090162895126415",True,False,True,False,True,False,True,False
14394,16347537,2014-04-15,Sol,4.0,Universidad,Centro,28004,40.42536397037957,-3.707030742459736,Apartment,Entire home/apt,Real Bed,,60.0,,,132,17,10.0,strict,4.0,"40.425363970379564, -3.707030742459736",True,True,False,True,True,False,False,False
14395,13385205,2013-03-20,Malasaña,46.0,Universidad,Centro,28004,40.42233972322949,-3.701072877546818,Condominium,Entire home/apt,Real Bed,,41.0,,25.0,313,40,8.0,strict,46.0,"40.422339723229484, -3.701072877546818",True,True,False,True,True,False,False,False
14396,3397465,2013-08-13,,2.0,Universidad,Centro,28004,40.42144650504085,-3.702299271203449,Apartment,Entire home/apt,Real Bed,,57.0,150.0,17.0,198,257,10.0,moderate,2.0,"40.42144650504085, -3.702299271203449",True,True,False,True,True,False,False,True
14397,15482509,2015-11-25,Malasaña,3.0,Universidad,Centro,28004,40.42332414918594,-3.703585949197457,Apartment,Entire home/apt,Real Bed,,75.0,100.0,20.0,17,3,9.0,strict,3.0,"40.42332414918594, -3.7035859491974565",True,True,False,True,True,False,False,False
14398,7275493,2013-01-30,Malasaña,3.0,Universidad,Centro,28004,40.42370417818433,-3.70411709234791,Condominium,Private room,Real Bed,,20.0,,,0,10,10.0,flexible,3.0,"40.42370417818433, -3.70411709234791",True,False,True,False,True,False,False,False
14399,5819112,2013-11-15,Malasaña,17.0,Universidad,Centro,28004,40.425584057159774,-3.701206879106144,Apartment,Entire home/apt,Real Bed,,50.0,,25.0,297,152,10.0,moderate,8.0,"40.425584057159774, -3.7012068791061443",True,True,True,False,True,False,True,False
14400,16484477,2015-12-17,Justicia,13.0,Universidad,Centro,28004,40.42185407684988,-3.701101421489505,Apartment,Entire home/apt,Real Bed,,250.0,200.0,69.0,251,6,9.0,moderate,12.0,"40.421854076849876, -3.701101421489505",True,False,True,True,True,False,False,False
14401,11368772,2011-08-05,Justicia,9.0,Universidad,Centro,28004,40.424775658145016,-3.701947456994795,Apartment,Entire home/apt,Real Bed,,65.0,200.0,40.0,62,21,10.0,moderate,9.0,"40.424775658145016, -3.701947456994795",True,True,True,False,True,False,False,False
14402,6954772,2014-09-07,Malasaña,2.0,Universidad,Centro,28004,40.42739836742392,-3.703571884261023,Condominium,Entire home/apt,Real Bed,,52.0,141.0,19.0,0,0,,flexible,1.0,"40.42739836742392, -3.703571884261023",True,True,True,False,True,False,True,False
14403,14585649,2016-05-24,Palacio,2.0,Universidad,Centro,28004,40.42811340689569,-3.703057367149727,Apartment,Entire home/apt,Real Bed,,110.0,150.0,36.0,17,10,7.0,flexible,2.0,"40.42811340689569, -3.703057367149727",True,True,True,True,True,False,False,False
14404,12394996,2012-06-13,Malasaña,1.0,Universidad,Centro,28004,40.42707496948813,-3.7052409492360656,Apartment,Entire home/apt,Real Bed,,85.0,180.0,20.0,77,4,10.0,moderate,1.0,"40.42707496948813, -3.7052409492360656",True,True,True,False,True,False,False,False
14405,2299045,2012-03-02,Malasaña,4.0,Universidad,Centro,28015,40.42519944148274,-3.707012999129191,Apartment,Entire home/apt,Real Bed,,69.0,200.0,30.0,298,95,9.0,strict,2.0,"40.42519944148274, -3.7070129991291907",True,True,True,True,True,False,False,False
14406,529622,2012-06-11,Malasaña,2.0,Universidad,Centro,28004,40.42055471053552,-3.703891945669434,Apartment,Entire home/apt,Real Bed,1076.0,95.0,100.0,20.0,291,180,9.0,moderate,2.0,"40.42055471053552, -3.703891945669434",True,False,True,False,True,False,False,False
14407,4064067,2014-09-08,Malasaña,1.0,Universidad,Centro,28004,40.42432568007393,-3.7076496192618498,Apartment,Private room,Real Bed,,40.0,,5.0,341,42,9.0,flexible,1.0,"40.42432568007393, -3.7076496192618498",True,False,True,False,True,False,False,False
14408,3465244,2013-08-03,Malasaña,2.0,Universidad,Centro,28004,40.42369145693038,-3.701994793812712,Apartment,Private room,Real Bed,,35.0,,10.0,18,14,9.0,moderate,2.0,"40.42369145693038, -3.7019947938127116",True,True,True,False,True,False,False,False
14409,3750246,2014-07-30,Malasaña,1.0,Universidad,Centro,28004,40.42248260831201,-3.703984755051803,Apartment,Entire home/apt,Real Bed,,65.0,,,326,45,10.0,flexible,1.0,"40.42248260831201, -3.703984755051803",True,True,True,False,True,False,False,False
14410,7197046,2015-07-06,,1.0,Universidad,Centro,28004,40.42515280219961,-3.701590843854519,Apartment,Entire home/apt,Real Bed,,25.0,,,0,0,,flexible,1.0,"40.42515280219961, -3.701590843854519",True,False,False,False,True,False,False,False
14411,13966451,2016-06-30,Malasaña,2.0,Universidad,Centro,28004,40.42715680107671,-3.7028491594867488,House,Private room,Real Bed,,40.0,100.0,,67,8,9.0,strict,2.0,"40.427156801076706, -3.7028491594867488",True,True,True,False,True,False,False,False
14412,994326,2013-03-14,Embajadores,4.0,Embajadores,Centro,28012,40.40739834718998,-3.700029458929916,Apartment,Entire home/apt,Pull-out Sofa,,35.0,,,288,17,9.0,flexible,4.0,"40.40739834718998, -3.7000294589299156",True,True,True,False,True,False,False,False
14413,8470935,2015-09-19,La Latina,2.0,Embajadores,Centro,28005,40.40667907862691,-3.7081770653458017,Apartment,Entire home/apt,Real Bed,,65.0,90.0,20.0,310,56,10.0,moderate,2.0,"40.40667907862691, -3.7081770653458017",True,False,True,True,True,False,False,False
14414,1333817,2012-09-19,La Latina,4.0,Embajadores,Centro,28012,40.41204154412456,-3.707814288559117,Apartment,Entire home/apt,Real Bed,969.0,150.0,,60.0,208,70,9.0,moderate,4.0,"40.412041544124556, -3.707814288559117",True,True,False,True,True,False,False,False
14415,3861217,2014-05-08,Justicia,114.0,Embajadores,Centro,28012,40.41302418064771,-3.704233765758969,Apartment,Private room,Real Bed,,25.0,,15.0,92,0,,strict,97.0,"40.41302418064771, -3.704233765758969",True,False,True,False,True,False,False,False
14416,14102157,2016-07-19,La Latina,1.0,Embajadores,Centro,28005,40.41120948902501,-3.707244030972429,Apartment,Entire home/apt,Real Bed,,59.0,120.0,24.0,98,19,9.0,flexible,1.0,"40.41120948902501, -3.707244030972429",True,True,True,True,True,False,False,False
14417,4246928,2014-09-28,La Latina,3.0,Embajadores,Centro,28012,40.407520662708905,-3.705511982170591,Bed & Breakfast,Private room,Real Bed,,15.0,,,252,277,9.0,flexible,3.0,"40.407520662708905, -3.7055119821705906",True,False,True,False,True,False,False,False
14418,402546,2011-11-15,Argüelles,51.0,Embajadores,Centro,28012,40.4132089705751,-3.705458219551385,Apartment,Entire home/apt,Real Bed,50.0,81.0,200.0,32.0,324,8,8.0,moderate,51.0,"40.4132089705751, -3.705458219551385",True,True,True,True,True,False,False,True
14419,1877802,2012-08-24,Embajadores,1.0,Embajadores,Centro,28012,40.412100633486425,-3.700236462087525,Apartment,Private room,Real Bed,,35.0,,5.0,318,116,9.0,moderate,1.0,"40.412100633486425, -3.7002364620875245",True,False,True,False,True,False,False,False
14420,4176704,2013-02-26,Embajadores,20.0,Embajadores,Centro,28012,40.4102459249511,-3.702715317031746,Apartment,Entire home/apt,Real Bed,,59.0,,20.0,313,68,9.0,moderate,20.0,"40.4102459249511, -3.702715317031746",True,True,True,True,True,False,False,False
14421,17912304,2017-03-24,,1.0,Embajadores,Centro,28012,40.407776978381456,-3.696256426390741,Condominium,Entire home/apt,Real Bed,,69.0,,,288,0,,flexible,1.0,"40.407776978381456, -3.696256426390741",True,False,False,True,True,False,False,False
14422,14729475,2016-08-17,Embajadores,8.0,Embajadores,Centro,28012,40.413894301721335,-3.7034035024458936,Guesthouse,Private room,Real Bed,,65.0,,,293,3,9.0,flexible,8.0,"40.413894301721335, -3.7034035024458936",True,False,True,True,True,False,False,False
14423,13880039,2014-02-22,Sol,9.0,Embajadores,Centro,28012,40.409968440909935,-3.7015759046782097,Apartment,Entire home/apt,Pull-out Sofa,,85.0,175.0,35.0,224,55,9.0,strict,6.0,"40.409968440909935, -3.7015759046782097",True,True,True,True,True,False,False,False
14424,1786233,2012-10-31,Malasaña,5.0,Embajadores,Centro,28012,40.41182231507075,-3.7057821150421177,Apartment,Entire home/apt,Real Bed,,68.0,200.0,16.0,301,213,9.0,strict,5.0,"40.41182231507075, -3.7057821150421177",True,True,True,True,True,False,False,False
14426,7796534,2014-09-19,Rios Rosas,164.0,Embajadores,Centro,28005,40.41038774751143,-3.708685998862897,Apartment,Entire home/apt,Real Bed,,165.0,200.0,50.0,298,3,9.0,strict,145.0,"40.41038774751143, -3.7086859988628973",True,False,True,True,True,False,False,False
14427,14987475,2016-02-07,,1.0,Embajadores,Centro,28012,40.41341654823092,-3.70456598287096,Apartment,Entire home/apt,Real Bed,,70.0,,30.0,350,9,9.0,moderate,1.0,"40.41341654823092, -3.70456598287096",True,True,False,True,True,False,False,False
14428,2254525,2014-01-17,,2.0,Embajadores,Centro,28012,40.41102244924658,-3.70255251516424,Apartment,Private room,Real Bed,,29.0,200.0,20.0,79,39,10.0,moderate,2.0,"40.41102244924658, -3.7025525151642404",True,True,False,False,True,False,False,False
14429,8271984,2015-09-07,Embajadores,1.0,Embajadores,Centro,28012,40.40826628906432,-3.7026105071003257,Apartment,Private room,Real Bed,,30.0,,,363,16,9.0,moderate,1.0,"40.408266289064315, -3.7026105071003257",True,True,True,False,True,False,False,False
14430,17643947,2016-03-23,Embajadores,1.0,Embajadores,Centro,28012,40.40850327789007,-3.699834797548711,Apartment,Entire home/apt,Real Bed,,30.0,,20.0,54,1,10.0,moderate,1.0,"40.40850327789007, -3.6998347975487107",True,True,True,True,True,False,False,False
